word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
cartoon,cartoon,cartoon,cartoon,noun,"list(syn = c(""animated cartoon"", ""cartoon"", ""sketch"", ""toon""))",sketch
carts,carts,cart,cart,noun,"list(syn = c(""cart"", ""go-cart"", ""handcart"", ""pushcart""))",cart
carved,carved,carv,carve,verb,"list(syn = c(""carve"", ""chip at"", ""cut up""))",carve
carves,carves,carv,carve,verb,"list(syn = c(""carve"", ""chip at"", ""cut up""))",carve
cascades,cascades,cascad,cascade,noun,"list(syn = c(""cascade"", ""shower""))",shower
cascading,cascading,cascad,cascade,verb,"list(syn = c(""cascade"", ""cascade down""))",cascade
cashier,cashier,cashier,cashier,noun,"list(syn = c(""bank clerk"", ""cashier"", ""teller""))",cashier
casing,casing,case,case,verb,"list(syn = c(""case"", ""encase"", ""incase""))",case
cassiopeia,cassiopeia,cassiopeia,NA,NA,list(syn = NA),NA
cassock,cassock,cassock,cassock,noun,"list(syn = ""cassock"")",cassock
cast,cast,cast,cast,verb,"list(syn = c(""barf"", ""be sick"", ""cast"", ""cast off"", ""cat"", ""chuck"", ""contrive"", ""couch"", ""disgorge"", ""draw"", ""drift"", ""drop"", ""frame"", ""honk"", ""hurl"", ""hurtle"", ""mold"", ""mould"", ""project"", ""puke"", ""purge"", ""put"", ""ramble"", ""range"", ""redact"", ""regorge"", ""regurgitate"", ""retch"", ""roam"", ""roll"", ""rove"", ""shake off"", ""shed"", ""sick"", ""spew"", ""spue"", ""stray"", ""swan"", ""throw"", ""throw away"", ""throw off"", ""throw up"", ""tramp"", ""upchuck"", ""vagabond"", ""vomit"", ""vomit up"", ""wander""))",mould
castanets,castanets,castanet,castanets,noun,"list(syn = c(""bones"", ""castanets"", ""clappers"", ""finger cymbals"", ""maraca""))",castanets
castle,castle,castl,castle,noun,"list(syn = c(""castle"", ""castling"", ""palace"", ""rook""))",palace
casts,casts,cast,cast,verb,"list(syn = c(""barf"", ""be sick"", ""cast"", ""cast off"", ""cat"", ""chuck"", ""contrive"", ""couch"", ""disgorge"", ""draw"", ""drift"", ""drop"", ""frame"", ""honk"", ""hurl"", ""hurtle"", ""mold"", ""mould"", ""project"", ""puke"", ""purge"", ""put"", ""ramble"", ""range"", ""redact"", ""regorge"", ""regurgitate"", ""retch"", ""roam"", ""roll"", ""rove"", ""shake off"", ""shed"", ""sick"", ""spew"", ""spue"", ""stray"", ""swan"", ""throw"", ""throw away"", ""throw off"", ""throw up"", ""tramp"", ""upchuck"", ""vagabond"", ""vomit"", ""vomit up"", ""wander""))",mould
cat,cat,cat,cat,noun,"list(syn = c(""African tea"", ""Arabian tea"", ""big cat"", ""bozo"", ""cat"", ""CAT"", ""cat-o'-nine-tails"", ""Caterpillar"", ""computed axial tomography"", ""computed tomography"", ""computerized axial tomography"", ""computerized tomography"", ""CT"", ""guy"", ""hombre"", ""kat"", ""khat"", ""qat"", ""quat"", ""true cat""))",guy
catalpa,catalpa,catalpa,catalpa,noun,"list(syn = c(""catalpa"", ""Indian bean""))",catalpa
catch,catch,catch,catch,noun,"list(syn = c(""apprehension"", ""arrest"", ""catch"", ""collar"", ""gimmick"", ""grab"", ""haul"", ""match"", ""pinch"", ""snap"", ""snatch"", ""stop"", ""taking into custody""))",catch
catcher,catcher,catcher,catcher,noun,"list(syn = c(""backstop"", ""catcher""))",catcher
catches,catches,catch,catch,verb,"list(syn = c(""arrest"", ""becharm"", ""beguile"", ""bewitch"", ""captivate"", ""capture"", ""catch"", ""catch up with"", ""charm"", ""enamor"", ""enamour"", ""enchant"", ""entrance"", ""fascinate"", ""get"", ""grab"", ""hitch"", ""overhear"", ""overtake"", ""pick up"", ""see"", ""take hold of"", ""take in"", ""trance"", ""trip up"", ""view"", ""watch""))",fascinate
catching,catching,catch,catch,verb,"list(syn = c(""arrest"", ""becharm"", ""beguile"", ""bewitch"", ""captivate"", ""capture"", ""catch"", ""catch up with"", ""charm"", ""enamor"", ""enamour"", ""enchant"", ""entrance"", ""fascinate"", ""get"", ""grab"", ""hitch"", ""overhear"", ""overtake"", ""pick up"", ""see"", ""take hold of"", ""take in"", ""trance"", ""trip up"", ""view"", ""watch""))",fascinate
caterpillar,caterpillar,caterpillar,caterpillar,noun,"list(syn = c(""cat"", ""caterpillar"", ""Caterpillar""))",cat
cathedral,cathedral,cathedr,cathedral,noun,"list(syn = c(""cathedral"", ""duomo""))",cathedral
cats,cats,cat,cat,noun,"list(syn = c(""African tea"", ""Arabian tea"", ""big cat"", ""bozo"", ""cat"", ""CAT"", ""cat-o'-nine-tails"", ""Caterpillar"", ""computed axial tomography"", ""computed tomography"", ""computerized axial tomography"", ""computerized tomography"", ""CT"", ""guy"", ""hombre"", ""kat"", ""khat"", ""qat"", ""quat"", ""true cat""))",guy
cattail,cattail,cattail,NA,NA,list(syn = NA),NA
caught,caught,caught,catch,verb,"list(syn = c(""arrest"", ""becharm"", ""beguile"", ""bewitch"", ""captivate"", ""capture"", ""catch"", ""catch up with"", ""charm"", ""enamor"", ""enamour"", ""enchant"", ""entrance"", ""fascinate"", ""get"", ""grab"", ""hitch"", ""overhear"", ""overtake"", ""pick up"", ""see"", ""take hold of"", ""take in"", ""trance"", ""trip up"", ""view"", ""watch""))",fascinate
caution,caution,caution,caution,noun,"list(syn = c(""care"", ""carefulness"", ""caution"", ""cautiousness"", ""caveat"", ""circumspection"", ""forethought"", ""precaution""))",precaution
cave,cave,cave,cave,noun,"list(syn = ""cave"")",cave
caw,caw,caw,caw,noun,"list(syn = ""caw"")",caw
cawing,cawing,caw,caw,verb,"list(syn = ""caw"")",caw
cd,cd,cd,NA,NA,list(syn = NA),NA
cedar,cedar,cedar,cedar,noun,"list(syn = c(""cedar"", ""cedar tree"", ""cedarwood"", ""true cedar""))",cedar
cedars,cedars,cedar,cedar,noun,"list(syn = c(""cedar"", ""cedar tree"", ""cedarwood"", ""true cedar""))",cedar
ceiling,ceiling,ceil,ceiling,noun,"list(syn = c(""cap"", ""ceiling""))",cap
celebrating,celebrating,celebr,celebrate,verb,"list(syn = c(""celebrate"", ""fete"", ""keep"", ""lionise"", ""lionize"", ""observe""))",celebrate
celebrity,celebrity,celebr,celebrity,noun,"list(syn = c(""celebrity"", ""fame"", ""famous person"", ""renown""))",fame
cell,cell,cell,cell,noun,"list(syn = c(""cadre"", ""cell"", ""cellphone"", ""cellular phone"", ""cellular telephone"", ""cubicle"", ""electric cell"", ""jail cell"", ""mobile phone"", ""prison cell""))",cell
cellar,cellar,cellar,cellar,noun,"list(syn = c(""basement"", ""cellar"", ""root cellar"", ""wine cellar""))",basement
cello,cello,cello,cello,noun,"list(syn = c(""cello"", ""violoncello""))",cello
cellos,cellos,cello,cello,noun,"list(syn = c(""cello"", ""violoncello""))",cello
cement,cement,cement,cement,noun,"list(syn = c(""cement"", ""cementum""))",cement
cemetery,cemetery,cemeteri,cemetery,noun,"list(syn = c(""burial ground"", ""burial site"", ""burying ground"", ""cemetery"", ""graveyard"", ""memorial park"", ""necropolis""))",cemetery
center,center,center,center,noun,"list(syn = c(""center"", ""center field"", ""center of attention"", ""centerfield"", ""centre"", ""core"", ""essence"", ""eye"", ""gist"", ""heart"", ""heart and soul"", ""inwardness"", ""kernel"", ""mall"", ""marrow"", ""meat"", ""middle"", ""midpoint"", ""nerve center"", ""nerve centre"", ""nitty-gritty"", ""nub"", ""pith"", ""plaza"", ""shopping center"", ""shopping centre"", ""shopping mall"", ""snapper"", ""substance"", ""sum""))",sum
centipede,centipede,centiped,centipede,noun,"list(syn = ""centipede"")",centipede
central,central,central,central,adjective,"list(syn = c(""cardinal"", ""central"", ""fundamental"", ""key"", ""primal""))",fundamental
centre,centre,centr,centre,noun,"list(syn = c(""center"", ""centre"", ""Centre"", ""eye"", ""heart"", ""middle"", ""midpoint"", ""nerve center"", ""nerve centre""))",centre
ceremony,ceremony,ceremoni,ceremony,noun,"list(syn = c(""ceremonial"", ""ceremonial occasion"", ""ceremony"", ""observance""))",ceremony
cerulean,cerulean,cerulean,cerulean,adjective,"list(syn = c(""azure"", ""bright blue"", ""cerulean"", ""sky-blue""))",cerulean
cézanne's,cézanne,cézann,NA,NA,list(syn = NA),NA
chain,chain,chain,chain,noun,"list(syn = c(""chain"", ""Chain"", ""chain of mountains"", ""chemical chain"", ""concatenation"", ""Ernst Boris Chain"", ""mountain chain"", ""mountain range"", ""range"", ""range of mountains"", ""Sir Ernst Boris Chain"", ""strand"", ""string""))",strand
chainsaw,chainsaw,chainsaw,chainsaw,noun,"list(syn = c(""chain saw"", ""chainsaw""))",chainsaw
chainsaws,chainsaws,chainsaw,chainsaw,noun,"list(syn = c(""chain saw"", ""chainsaw""))",chainsaw
chair,chair,chair,chair,noun,"list(syn = c(""chair"", ""chairman"", ""chairperson"", ""chairwoman"", ""death chair"", ""electric chair"", ""hot seat"", ""president"", ""professorship""))",chair
chairs,chairs,chair,chair,verb,"list(syn = c(""chair"", ""chairman"", ""lead"", ""moderate""))",moderate
chalice,chalice,chalic,chalice,noun,"list(syn = c(""chalice"", ""goblet""))",chalice
chalk,chalk,chalk,chalk,noun,"list(syn = c(""chalk"", ""chicken feed"", ""crank"", ""deoxyephedrine"", ""glass"", ""ice"", ""meth"", ""methamphetamine"", ""methamphetamine hydrochloride"", ""Methedrine"", ""shabu"", ""trash""))",chalk
chalking,chalking,chalk,chalk,verb,"list(syn = ""chalk"")",chalk
challah,challah,challah,challah,noun,"list(syn = c(""challah"", ""hallah""))",challah
challenge,challenge,challeng,challenge,noun,"list(syn = ""challenge"")",challenge
chameleon,chameleon,chameleon,chameleon,noun,"list(syn = c(""chamaeleon"", ""Chamaeleon"", ""chameleon"", ""Chameleon""))",chameleon
chamomile,chamomile,chamomil,chamomile,noun,"list(syn = c(""Anthemis nobilis"", ""camomile"", ""Chamaemelum nobilis"", ""chamomile""))",chamomile
champak,champak,champak,champak,noun,"list(syn = ""champak"")",champak
chance,chance,chanc,chance,noun,"list(syn = c(""chance"", ""fortune"", ""hazard"", ""luck"", ""opportunity"", ""probability"", ""prospect""))",hazard
chandelier,chandelier,chandeli,chandelier,noun,"list(syn = c(""chandelier"", ""pendant"", ""pendent""))",chandelier
change,change,chang,change,noun,"list(syn = c(""alteration"", ""change"", ""modification"", ""variety""))",alteration
changed,changed,chang,change,verb,"list(syn = c(""alter"", ""change"", ""commute"", ""convert"", ""deepen"", ""exchange"", ""interchange"", ""modify"", ""shift"", ""switch"", ""transfer"", ""vary""))",exchange
changing,changing,chang,change,verb,"list(syn = c(""alter"", ""change"", ""commute"", ""convert"", ""deepen"", ""exchange"", ""interchange"", ""modify"", ""shift"", ""switch"", ""transfer"", ""vary""))",exchange
chaos,chaos,chao,chaos,noun,"list(syn = c(""bedlam"", ""chaos"", ""Chaos"", ""pandemonium"", ""topsy-turvydom"", ""topsy-turvyness""))",chaos
chapstick,chapstick,chapstick,chapstick,noun,"list(syn = ""chapstick"")",chapstick
chard,chard,chard,chard,noun,"list(syn = c(""Beta vulgaris cicla"", ""chard"", ""chard plant"", ""leaf beet"", ""spinach beet"", ""Swiss chard""))",chard
charged,charged,charg,charge,verb,"list(syn = c(""accuse"", ""agitate"", ""appoint"", ""bear down"", ""bill"", ""blame"", ""buck"", ""burden"", ""charge"", ""charge up"", ""commit"", ""commove"", ""consign"", ""excite"", ""file"", ""institutionalise"", ""institutionalize"", ""level"", ""load"", ""lodge"", ""point"", ""rouse"", ""saddle"", ""send"", ""shoot"", ""shoot down"", ""tear"", ""turn on""))",blame
charges,charges,charg,charge,noun,"list(syn = c(""accusation"", ""armorial bearing"", ""bang"", ""bearing"", ""billing"", ""boot"", ""burster"", ""bursting charge"", ""care"", ""cathexis"", ""charge"", ""commission"", ""complaint"", ""direction"", ""electric charge"", ""explosive charge"", ""flush"", ""guardianship"", ""heraldic bearing"", ""kick"", ""mission"", ""rush"", ""thrill"", ""tutelage""))",bang
charm,charm,charm,charm,verb,"list(syn = c(""becharm"", ""beguile"", ""bewitch"", ""captivate"", ""capture"", ""catch"", ""charm"", ""enamor"", ""enamour"", ""enchant"", ""entrance"", ""fascinate"", ""influence"", ""tempt"", ""trance""))",fascinate
chase,chase,chase,chase,adjective,"list(syn = ""chase"")",chase
chases,chases,chase,chase,noun,"list(syn = c(""chase"", ""Chase"", ""following"", ""pursual"", ""pursuit"", ""Salmon P. Chase"", ""Salmon Portland Chase""))",chase
chasing,chasing,chase,chase,verb,"list(syn = c(""chamfer"", ""chase"", ""chase after"", ""dog"", ""furrow"", ""give chase"", ""go after"", ""tag"", ""tail"", ""track"", ""trail""))",chase
chasm,chasm,chasm,chasm,noun,"list(syn = ""chasm"")",chasm
chatter,chatter,chatter,chatter,noun,"list(syn = c(""cackle"", ""chatter"", ""chattering"", ""yack"", ""yak"", ""yakety-yak""))",chatter
chattering,chattering,chatter,chatter,verb,"list(syn = c(""blab"", ""blabber"", ""chaffer"", ""chat"", ""chatter"", ""chew the fat"", ""chitchat"", ""clack"", ""claver"", ""click"", ""confab"", ""confabulate"", ""gabble"", ""gibber"", ""gossip"", ""jaw"", ""maunder"", ""natter"", ""palaver"", ""piffle"", ""prate"", ""prattle"", ""shoot the breeze"", ""tattle"", ""tittle-tattle"", ""twaddle"", ""visit""))",gossip
cheap,cheap,cheap,cheap,adjective,"list(syn = c(""brassy"", ""bum"", ""cheap"", ""cheesy"", ""chinchy"", ""chintzy"", ""crummy"", ""flash"", ""flashy"", ""garish"", ""gaudy"", ""gimcrack"", ""inexpensive"", ""loud"", ""meretricious"", ""punk"", ""sleazy"", ""tacky"", ""tatty"", ""tawdry"", ""tinny"", ""trashy""))",flash
check,check,check,check,noun,"list(syn = c(""arrest"", ""assay"", ""balk"", ""bank check"", ""baulk"", ""bridle"", ""check"", ""check-out procedure"", ""check mark"", ""checkout"", ""cheque"", ""chip"", ""chit"", ""confirmation"", ""curb"", ""deterrent"", ""halt"", ""handicap"", ""hinderance"", ""hindrance"", ""hitch"", ""impediment"", ""stay"", ""stop"", ""stoppage"", ""substantiation"", ""tab"", ""tick"", ""verification""))",handicap
checkered,checkered,checker,checker,verb,"list(syn = c(""check"", ""checker"", ""chequer""))",check
checkout,checkout,checkout,checkout,noun,"list(syn = c(""check"", ""check-out procedure"", ""checkout"", ""checkout counter"", ""checkout time""))",check
checks,checks,check,check,noun,"list(syn = c(""arrest"", ""assay"", ""balk"", ""bank check"", ""baulk"", ""bridle"", ""check"", ""check-out procedure"", ""check mark"", ""checkout"", ""cheque"", ""chip"", ""chit"", ""confirmation"", ""curb"", ""deterrent"", ""halt"", ""handicap"", ""hinderance"", ""hindrance"", ""hitch"", ""impediment"", ""stay"", ""stop"", ""stoppage"", ""substantiation"", ""tab"", ""tick"", ""verification""))",handicap
cheek,cheek,cheek,cheek,noun,"list(syn = c(""boldness"", ""brass"", ""buttock"", ""cheek"", ""face"", ""impertinence"", ""impudence"", ""nerve""))",brass
cheeks,cheeks,cheek,cheek,verb,"list(syn = ""cheek"")",cheek
cheery,cheery,cheeri,cheery,adjective,"list(syn = c(""cheery"", ""gay"", ""sunny""))",sunny
chequered,chequered,chequer,chequer,verb,"list(syn = c(""check"", ""checker"", ""chequer""))",check
cherries,cherries,cherri,cherry,noun,"list(syn = c(""cerise"", ""cherry"", ""cherry red"", ""cherry tree""))",cherry
cherry,cherry,cherri,cherry,adjective,"list(syn = c(""blood-red"", ""carmine"", ""cerise"", ""cherry"", ""cherry-red"", ""crimson"", ""red"", ""reddish"", ""ruby"", ""ruby-red"", ""ruddy"", ""scarlet""))",red
chestnuts,chestnuts,chestnut,chestnut,noun,"list(syn = c(""chestnut"", ""chestnut tree""))",chestnut
chevy,chevy,chevi,chevy,noun,"list(syn = ""chevy"")",chevy
chewed,chewed,chew,chew,verb,"list(syn = c(""chew"", ""jaw"", ""manducate"", ""masticate""))",chew
chewing,chewing,chew,chew,verb,"list(syn = c(""chew"", ""jaw"", ""manducate"", ""masticate""))",chew
chi,chi,chi,chi,noun,"list(syn = c(""ch'i"", ""chi"", ""khi"", ""ki"", ""qi""))",chi
chick,chick,chick,chick,noun,"list(syn = c(""biddy"", ""bird"", ""chick"", ""dame"", ""doll"", ""skirt"", ""wench""))",doll
chickadee,chickadee,chickade,chickadee,noun,"list(syn = ""chickadee"")",chickadee
chickadees,chickadees,chickade,chickadee,noun,"list(syn = ""chickadee"")",chickadee
chicken,chicken,chicken,chicken,noun,"list(syn = c(""chicken"", ""crybaby"", ""Gallus gallus"", ""poulet"", ""volaille"", ""wimp""))",chicken
child,child,child,child,noun,"list(syn = c(""baby"", ""child"", ""fry"", ""kid"", ""minor"", ""nestling"", ""nipper"", ""shaver"", ""small fry"", ""tiddler"", ""tike"", ""tyke"", ""youngster""))",youngster
childhood,childhood,childhood,childhood,noun,"list(syn = c(""childhood"", ""puerility""))",childhood
children,children,children,child,noun,"list(syn = c(""baby"", ""child"", ""fry"", ""kid"", ""minor"", ""nestling"", ""nipper"", ""shaver"", ""small fry"", ""tiddler"", ""tike"", ""tyke"", ""youngster""))",youngster
childrenamongtherowsofsoldierslaidtorest,childrenamongtherowsofsoldierslaidtorest,childrenamongtherowsofsoldierslaidtorest,NA,NA,list(syn = NA),NA
chill,chill,chill,chill,noun,"list(syn = c(""chill"", ""frisson"", ""gelidity"", ""iciness"", ""pall"", ""quiver"", ""shiver"", ""shivering"", ""shudder"", ""thrill"", ""tingle""))",shiver
chilled,chilled,chill,chill,verb,"list(syn = c(""chill"", ""cool"", ""cool down""))",cool
chilli,chilli,chilli,chilli,noun,"list(syn = c(""chile"", ""chili"", ""chili pepper"", ""chilli"", ""chilly""))",chilli
chilling,chilling,chill,chill,verb,"list(syn = c(""chill"", ""cool"", ""cool down""))",cool
chilly,chilly,chilli,chilly,adjective,"list(syn = c(""chill"", ""chilly""))",chilly
chime,chime,chime,chime,noun,"list(syn = c(""bell"", ""chime"", ""gong""))",bell
chimes,chimes,chime,chime,verb,"list(syn = ""chime"")",chime
chimney,chimney,chimney,chimney,noun,"list(syn = c(""chimney"", ""lamp chimney""))",chimney
chimneys,chimneys,chimney,chimney,noun,"list(syn = c(""chimney"", ""lamp chimney""))",chimney
chin,chin,chin,chin,verb,"list(syn = c(""chin"", ""chin up""))",chin
chinese,chinese,chines,Chinese,adjective,"list(syn = c(""Chinese"", ""Formosan"", ""Taiwanese""))",Chinese
chinook,chinook,chinook,chinook,noun,"list(syn = c(""chinook"", ""Chinook"", ""chinook salmon"", ""chinook wind"", ""Chinookan"", ""king salmon"", ""Oncorhynchus tshawytscha"", ""quinnat salmon"", ""snow eater""))",chinook
chipmunk,chipmunk,chipmunk,chipmunk,noun,"list(syn = ""chipmunk"")",chipmunk
chipped,chipped,chip,chip,verb,"list(syn = c(""break away"", ""break off"", ""chip"", ""chip off"", ""come off"", ""cut off"", ""knap"", ""nick""))",chip
chipping,chipping,chip,chip,verb,"list(syn = c(""break away"", ""break off"", ""chip"", ""chip off"", ""come off"", ""cut off"", ""knap"", ""nick""))",chip
chips,chips,chip,chip,noun,"list(syn = c(""bit"", ""buffalo chip"", ""check"", ""chip"", ""chip shot"", ""chipping"", ""cow chip"", ""cow dung"", ""crisp"", ""flake"", ""fleck"", ""micro chip"", ""microchip"", ""poker chip"", ""potato chip"", ""Saratoga chip"", ""scrap"", ""silicon chip"", ""splintering""))",scrap
chirping,chirping,chirp,chirp,verb,"list(syn = c(""cheep"", ""chirp"", ""chirrup"", ""peep"", ""tweedle"", ""twirp""))",chirp
chirpless,chirpless,chirpless,NA,NA,list(syn = NA),NA
chocolate,chocolate,chocol,chocolate,noun,"list(syn = c(""burnt umber"", ""chocolate"", ""cocoa"", ""coffee"", ""deep brown"", ""drinking chocolate"", ""hot chocolate"", ""umber""))",chocolate
choices,choices,choic,choice,noun,"list(syn = c(""alternative"", ""choice"", ""option"", ""pick"", ""selection""))",alternative
choir,choir,choir,choir,noun,"list(syn = c(""choir"", ""consort""))",choir
chokecherries,chokecherries,chokecherri,chokecherry,noun,"list(syn = c(""chokecherry"", ""chokecherry tree"", ""Prunus virginiana""))",chokecherry
choked,choked,choke,choke,verb,"list(syn = c(""asphyxiate"", ""back up"", ""buy the farm"", ""cash in one's chips"", ""choke"", ""choke off"", ""clog"", ""clog up"", ""congest"", ""conk"", ""croak"", ""decease"", ""die"", ""drop dead"", ""exit"", ""expire"", ""foul"", ""fret"", ""gag"", ""give-up the ghost"", ""go"", ""kick the bucket"", ""pass"", ""pass away"", ""perish"", ""pop off"", ""scrag"", ""snuff it"", ""stifle"", ""strangle"", ""suffocate"", ""throttle""))",choke
choking,choking,choke,choke,verb,"list(syn = c(""asphyxiate"", ""back up"", ""buy the farm"", ""cash in one's chips"", ""choke"", ""choke off"", ""clog"", ""clog up"", ""congest"", ""conk"", ""croak"", ""decease"", ""die"", ""drop dead"", ""exit"", ""expire"", ""foul"", ""fret"", ""gag"", ""give-up the ghost"", ""go"", ""kick the bucket"", ""pass"", ""pass away"", ""perish"", ""pop off"", ""scrag"", ""snuff it"", ""stifle"", ""strangle"", ""suffocate"", ""throttle""))",choke
choose,choose,choos,choose,verb,"list(syn = c(""choose"", ""opt"", ""pick out"", ""prefer"", ""select"", ""take""))",select
chooses,chooses,choos,choose,verb,"list(syn = c(""choose"", ""opt"", ""pick out"", ""prefer"", ""select"", ""take""))",select
choppy,choppy,choppi,choppy,adjective,"list(syn = c(""choppy"", ""jerky""))",choppy
choristers,choristers,chorist,chorister,noun,"list(syn = ""chorister"")",chorister
chorus,chorus,chorus,chorus,noun,"list(syn = c(""chorus"", ""chorus line"", ""Greek chorus"", ""refrain""))",chorus
christie,christie,christi,Christie,noun,"list(syn = c(""Agatha Christie"", ""Christie"", ""Dame Agatha Mary Clarissa Christie""))",Christie
christmas,christmas,christma,NA,NA,list(syn = NA),NA
chrome,chrome,chrome,chrome,verb,"list(syn = c(""chrome"", ""chromium-plate""))",chrome
chrysalis,chrysalis,chrysali,chrysalis,noun,"list(syn = ""chrysalis"")",chrysalis
chrysanthemums,chrysanthemums,chrysanthemum,chrysanthemum,noun,"list(syn = ""chrysanthemum"")",chrysanthemum
chunks,chunks,chunk,chunk,noun,"list(syn = c(""ball"", ""chunk"", ""clod"", ""clump"", ""glob"", ""lump""))",lump
church,church,church,church,noun,"list(syn = c(""Christian church"", ""church"", ""church building"", ""church service""))",church
churchyard,churchyard,churchyard,churchyard,noun,"list(syn = c(""churchyard"", ""God's acre""))",churchyard
churning,churning,churn,churn,verb,"list(syn = c(""boil"", ""churn"", ""moil"", ""roil""))",boil
cicada,cicada,cicada,cicada,noun,"list(syn = c(""cicada"", ""cicala""))",cicada
cicadas,cicadas,cicada,cicada,noun,"list(syn = c(""cicada"", ""cicala""))",cicada
cider,cider,cider,cider,noun,"list(syn = c(""cider"", ""cyder""))",cider
cigarette,cigarette,cigarett,cigarette,noun,"list(syn = c(""butt"", ""cigaret"", ""cigarette"", ""coffin nail"", ""fag""))",cigarette
cigars,cigars,cigar,cigar,noun,"list(syn = ""cigar"")",cigar
cinnamon,cinnamon,cinnamon,cinnamon,noun,"list(syn = c(""Ceylon cinnamon"", ""Ceylon cinnamon tree"", ""Cinnamomum zeylanicum"", ""cinnamon"", ""cinnamon bark""))",cinnamon
circle,circle,circl,circle,noun,"list(syn = c(""band"", ""circle"", ""circuit"", ""dress circle"", ""forget me drug"", ""lap"", ""lot"", ""Mexican valium"", ""R-2"", ""roach"", ""roofy"", ""rope"", ""rophy"", ""rotary"", ""round"", ""roundabout"", ""set"", ""traffic circle""))",lap
circled,circled,circl,circle,verb,"list(syn = c(""circle"", ""circulate"", ""encircle"", ""environ"", ""ring"", ""round"", ""surround""))",circulate
circles,circles,circl,circle,noun,"list(syn = c(""band"", ""circle"", ""circuit"", ""dress circle"", ""forget me drug"", ""lap"", ""lot"", ""Mexican valium"", ""R-2"", ""roach"", ""roofy"", ""rope"", ""rophy"", ""rotary"", ""round"", ""roundabout"", ""set"", ""traffic circle""))",lap
circling,circling,circl,circle,verb,"list(syn = c(""circle"", ""circulate"", ""encircle"", ""environ"", ""ring"", ""round"", ""surround""))",circulate
cirrostratus,cirrostratus,cirrostratus,cirrostratus,noun,"list(syn = c(""cirrostratus"", ""cirrostratus cloud""))",cirrostratus
cirrus,cirrus,cirrus,cirrus,noun,"list(syn = c(""cirrhus"", ""cirrus"", ""cirrus cloud""))",cirrus
citrus,citrus,citrus,citrus,adjective,"list(syn = ""citrus"")",citrus
city,city,citi,city,noun,"list(syn = c(""city"", ""metropolis"", ""urban center""))",city
cityscape,cityscape,cityscap,cityscape,noun,"list(syn = ""cityscape"")",cityscape
clack,clack,clack,clack,noun,"list(syn = c(""clack"", ""clack valve"", ""clap"", ""clapper valve""))",clack
clad,clad,clad,clad,adjective,"list(syn = c(""clad"", ""clothed""))",clad
claim,claim,claim,claim,noun,"list(syn = c(""call"", ""claim"", ""title""))",call
claims,claims,claim,claim,noun,"list(syn = c(""call"", ""claim"", ""title""))",call
clam,clam,clam,clam,verb,"list(syn = ""clam"")",clam
clammy,clammy,clammi,clammy,adjective,"list(syn = c(""clammy"", ""dank""))",clammy
clams,clams,clam,clam,noun,"list(syn = c(""buck"", ""clam"", ""dollar"", ""dollar bill"", ""one dollar bill""))",dollar
clang,clang,clang,clang,noun,"list(syn = c(""clang"", ""clangor"", ""clangoring"", ""clangour"", ""clank"", ""clash"", ""crash""))",clash
clank,clank,clank,clank,noun,"list(syn = c(""clang"", ""clangor"", ""clangoring"", ""clangour"", ""clank"", ""clash"", ""crash""))",clash
claps,claps,clap,clap,verb,"list(syn = c(""acclaim"", ""applaud"", ""clap"", ""spat""))",clap
clarity,clarity,clariti,clarity,noun,"list(syn = c(""clarity"", ""clearness"", ""limpidity"", ""lucidity"", ""lucidness"", ""pellucidity"", ""uncloudedness""))",clarity
class,class,class,class,noun,"list(syn = c(""category"", ""class"", ""course"", ""course of instruction"", ""course of study"", ""division"", ""family"", ""form"", ""grade"", ""social class"", ""socio-economic class"", ""year""))",course
classroom,classroom,classroom,classroom,noun,"list(syn = c(""classroom"", ""schoolroom""))",classroom
clatter,clatter,clatter,clatter,noun,"list(syn = ""clatter"")",clatter
clawed,clawed,claw,claw,verb,"list(syn = ""claw"")",claw
claws,claws,claw,claw,noun,"list(syn = c(""chela"", ""claw"", ""hook"", ""nipper"", ""pincer""))",hook
clay,clay,clay,clay,verb,"list(syn = ""clay"")",clay
clean,clean,clean,clean,adjective,"list(syn = c(""blank"", ""clean"", ""clean-living"", ""clear"", ""fair"", ""fresh"", ""light"", ""neat"", ""sporting"", ""sportsmanlike"", ""sporty"", ""unclouded"", ""uncontaminating"", ""uninfected"", ""unobjectionable"", ""white""))",fair
cleaning,cleaning,clean,cleaning,noun,"list(syn = c(""cleaning"", ""cleansing"", ""cleanup""))",cleaning
cleans,cleans,clean,clean,verb,"list(syn = c(""clean"", ""clean house"", ""cleanse"", ""houseclean"", ""make clean"", ""pick"", ""scavenge"", ""strip""))",strip
clearer,clearer,clearer,clear,adjective,"list(syn = c(""absolved"", ""clean"", ""clean-cut"", ""clear"", ""clear-cut"", ""clear(p)"", ""cleared"", ""decipherable"", ""exculpated"", ""exonerated"", ""light"", ""open"", ""percipient"", ""readable"", ""unclouded"", ""unmortgaged"", ""vindicated"", ""well-defined""))",open
clearing,clearing,clear,clearing,noun,"list(syn = c(""clarification"", ""clearing"", ""glade""))",clearing
cleft,cleft,cleft,cleft,adjective,"list(syn = c(""bisulcate"", ""cleft"", ""cloven"", ""dissected""))",cleft
clematis,clematis,clemati,clematis,noun,"list(syn = ""clematis"")",clematis
click,click,click,click,noun,"list(syn = c(""chink"", ""click"", ""clink"", ""detent"", ""dog"", ""mouse click"", ""pawl"", ""suction stop""))",dog
